(0x0008,0x0001); UL; Length to End; LengthToEnd; 1; RET
(0x0046,0x0123); SQ; Visual Acuity Left; VisualAcuityLeftEyeSequence; 1; 
(0x0046,0x0124); SQ; Visual Acuity Both; VisualAcuityBothEyesOpenSequence; 1; 
(0x0046,0x0125); CS; Viewing Distance; ViewingDistanceType; 1; 
(0x0046,0x0135); SS; Visual Acuity; VisualAcuityModifiers; 2; 
(0x0046,0x0137); FD; Decimal Visual; DecimalVisualAcuity; 1; 
(0x0046,0x0139); LO; Optotype Detailed; OptotypeDetailedDefinition; 1; 
(0x0046,0x0145); SQ; Refractive; ReferencedRefractiveMeasurementsSequence; 1; 
(0x0046,0x0146); FD; Sphere Power; SpherePower; 1; 
(0x0046,0x0147); FD; Cylinder Power; CylinderPower; 1; 
(0x0048,0x0001); FL; Imaged Volume Width; ImagedVolumeWidth; 1; 
(0x0048,0x0002); FL; Imaged Volume; ImagedVolumeHeight; 1; 
(0x0048,0x0003); FL; Imaged Volume Depth; ImagedVolumeDepth; 1; 
(0x0048,0x0006); UL; Total Pixel Matrix; TotalPixelMatrixColumns; 1; 
(0x0048,0x0007); UL; Total Pixel Matrix; TotalPixelMatrixRows; 1; 
(0x0048,0x0008); SQ; Total Pixel Matrix; TotalPixelMatrixOriginSequence; 1; 
(0x0048,0x0010); CS; Specimen Label in; SpecimenLabelInImage; 1; 
(0x0048,0x0011); CS; Focus Method; FocusMethod; 1; 
(0x0048,0x0012); CS; Extended Depth of; ExtendedDepthOfField; 1; 
(0x0048,0x0013); US; Number of Focal; NumberOfFocalPlanes; 1; 
(0x0048,0x0014); FL; Distance Between; DistanceBetweenFocalPlanes; 1; 
(0x0048,0x0015); US; Recommended Absent; RecommendedAbsentPixelCIELabValue; 3; 
(0x0048,0x0100); SQ; Illuminator Type; IlluminatorTypeCodeSequence; 1; 
(0x0048,0x0102); DS; Image Orientation; ImageOrientationSlide; 6; 
(0x0048,0x0105); SQ; Optical Path; OpticalPathSequence; 1; 
(0x0048,0x0106); SH; Optical Path; OpticalPathIdentifier; 1; 
(0x0048,0x0107); ST; Optical Path; OpticalPathDescription; 1; 
(0x0048,0x0108); SQ; Illumination Color; IlluminationColorCodeSequence; 1; 
(0x0048,0x0110); SQ; Specimen Reference; SpecimenReferenceSequence; 1; 
(0x0048,0x0111); DS; Condenser Lens; CondenserLensPower; 1; 
(0x0048,0x0112); DS; Objective Lens; ObjectiveLensPower; 1; 
(0x0048,0x0113); DS; Objective Lens; ObjectiveLensNumericalAperture; 1; 
(0x0048,0x0120); SQ; Lookup Table; PaletteColorLookupTableSequence; 1; 
(0x0048,0x0200); SQ; Referenced Image; ReferencedImageNavigationSequence; 1; 
(0x0048,0x0201); US; Corner of Localizer; TopLeftHandCornerOfLocalizerArea; 2; 
(0x0048,0x0202); US; Corner of Localizer; BottomRightHandCornerOfLocalizerArea; 2; 
(0x0048,0x0207); SQ; Identification; OpticalPathIdentificationSequence; 1; 
(0x0048,0x021A); SQ; Plane Position; PlanePositionSlideSequence; 1; 
(0x0048,0x021E); SL; Total Image Pixel; RowPositionInTotalImagePixelMatrix; 1; 
(0x0048,0x021F); SL; Total Image Pixel; ColumnPositionInTotalImagePixelMatrix; 1; 
(0x0048,0x0301); CS; Pixel Origin; PixelOriginInterpretation; 1; 
(0x0050,0x0004); CS; Calibration Image; CalibrationImage; 1; 
(0x0050,0x0010); SQ; Device Sequence; DeviceSequence; 1; 
(0x0050,0x0012); SQ; Container Component; ContainerComponentTypeCodeSequence; 1; 
(0x0050,0x0013); FD; Container Component; ContainerComponentThickness; 1; 
(0x0050,0x0014); DS; Device Length; DeviceLength; 1; 
(0x0050,0x0015); FD; Container Component; ContainerComponentWidth; 1; 
(0x0050,0x0016); DS; Device Diameter; DeviceDiameter; 1; 
(0x0050,0x0017); CS; Device Diameter; DeviceDiameterUnits; 1; 
(0x0050,0x0018); DS; Device Volume; DeviceVolume; 1; 
(0x0050,0x0019); DS; Inter-Marker; InterMarkerDistance; 1; 
(0x0050,0x001A); CS; Container Component; ContainerComponentMaterial; 1; 
(0x0050,0x001B); LO; Container Component; ContainerComponentID; 1; 
(0x0050,0x001C); FD; Container Component; ContainerComponentLength; 1; 
(0x0050,0x001D); FD; Container Component; ContainerComponentDiameter; 1; 
(0x0050,0x001E); LO; Container Component; ContainerComponentDescription; 1; 
(0x0050,0x0020); LO; Device Description; DeviceDescription; 1; 
(0x0052,0x0001); FL; Ingredient Percent; ContrastBolusIngredientPercentByVolume; 1; 
(0x0052,0x0002); FD; OCT Focal Distance; OCTFocalDistance; 1; 
(0x0052,0x0003); FD; Beam Spot Size; BeamSpotSize; 1; 
(0x0052,0x0004); FD; Effective; EffectiveRefractiveIndex; 1; 
(0x0052,0x0006); CS; OCT Acquisition; OCTAcquisitionDomain; 1; 
(0x0052,0x0007); FD; OCT Optical Center; OCTOpticalCenterWavelength; 1; 
(0x0052,0x0008); FD; Axial Resolution; AxialResolution; 1; 
(0x0052,0x0009); FD; Ranging Depth; RangingDepth; 1; 
(0x0052,0x0011); FD; A-line Rate; ALineRate; 1; 
(0x0052,0x0012); US; A-lines Per Frame; ALinesPerFrame; 1; 
(0x0052,0x0013); FD; Catheter Rotational; CatheterRotationalRate; 1; 
(0x0052,0x0014); FD; A-line Pixel; ALinePixelSpacing; 1; 
(0x0052,0x0016); SQ; Percutaneous Access; ModeOfPercutaneousAccessSequence; 1; 
(0x0052,0x0025); SQ; Intravascular OCT; IntravascularOCTFrameTypeSequence; 1; 
(0x0052,0x0026); CS; OCT Z Offset; OCTZOffsetApplied; 1; 
(0x0052,0x0027); SQ; Intravascular Frame; IntravascularFrameContentSequence; 1; 
(0x0052,0x0028); FD; Longitudinal; IntravascularLongitudinalDistance; 1; 
(0x0052,0x0029); SQ; Frame Content; IntravascularOCTFrameContentSequence; 1; 
(0x0052,0x0030); SS; OCT Z Offset; OCTZOffsetCorrection; 1; 
(0x0052,0x0031); CS; Catheter Direction; CatheterDirectionOfRotation; 1; 
(0x0052,0x0033); FD; Seam Line Location; SeamLineLocation; 1; 
(0x0052,0x0034); FD; First A-line; FirstALineLocation; 1; 
(0x0052,0x0036); US; Seam Line Index; SeamLineIndex; 1; 
(0x0052,0x0038); US; Number of Padded A-; NumberOfPaddedAlines; 1; 
(0x0052,0x0039); CS; Interpolation Type; InterpolationType; 1; 
(0x0052,0x003A); CS; Refractive Index; RefractiveIndexApplied; 1; 
(0x0054,0x0010); US; Energy Window; EnergyWindowVector; 1-; 
(0x0054,0x0011); US; Number of Energy; NumberOfEnergyWindows; 1; 
(0x0054,0x0012); SQ; Information; EnergyWindowInformationSequence; 1; 
(0x0054,0x0013); SQ; Energy Window Range; EnergyWindowRangeSequence; 1; 
(0x0054,0x0014); DS; Energy Window Lower; EnergyWindowLowerLimit; 1; 
(0x0054,0x0015); DS; Energy Window Upper; EnergyWindowUpperLimit; 1; 
(0x0054,0x0016); SQ; Information; RadiopharmaceuticalInformationSequence; 1; 
(0x0054,0x0017); IS; Residual Syringe; ResidualSyringeCounts; 1; 
(0x0054,0x0018); SH; Energy Window Name; EnergyWindowName; 1; 
(0x0054,0x0020); US; Detector Vector; DetectorVector; 1-; 
(0x0054,0x0021); US; Number of Detectors; NumberOfDetectors; 1; 
(0x0054,0x0022); SQ; Information; DetectorInformationSequence; 1; 
(0x0054,0x0030); US; Phase Vector; PhaseVector; 1-; 
(0x0054,0x0031); US; Number of Phases; NumberOfPhases; 1; 
(0x0054,0x0032); SQ; Phase Information; PhaseInformationSequence; 1; 
(0x0054,0x0033); US; Number of Frames in; NumberOfFramesInPhase; 1; 
(0x0054,0x0036); IS; Phase Delay; PhaseDelay; 1; 
(0x0054,0x0038); IS; Pause Between; PauseBetweenFrames; 1; 
(0x0054,0x0039); CS; Phase Description; PhaseDescription; 1; 
(0x0054,0x0050); US; Rotation Vector; RotationVector; 1-; 
(0x0054,0x0051); US; Number of Rotations; NumberOfRotations; 1; 
(0x0054,0x0052); SQ; Information; RotationInformationSequence; 1; 
(0x0054,0x0053); US; Number of Frames in; NumberOfFramesInRotation; 1; 
(0x0054,0x0060); US; R-R Interval Vector; RRIntervalVector; 1-; 
(0x0054,0x0061); US; Number of R-; NumberOfRRIntervals; 1; 
(0x0054,0x0062); SQ; Gated Information; GatedInformationSequence; 1; 
(0x0054,0x0063); SQ; Data Information; DataInformationSequence; 1; 
(0x0054,0x0070); US; Time Slot Vector; TimeSlotVector; 1-; 
(0x0054,0x0071); US; Number of Time; NumberOfTimeSlots; 1; 
(0x0054,0x0072); SQ; Information; TimeSlotInformationSequence; 1; 
(0x0054,0x0073); DS; Time Slot Time; TimeSlotTime; 1; 
(0x0054,0x0080); US; Slice Vector; SliceVector; 1-; 
(0x0054,0x0081); US; Number of Slices; NumberOfSlices; 1; 
(0x0054,0x0090); US; Angular View Vector; AngularViewVector; 1-; 
(0x0054,0x0100); US; Time Slice Vector; TimeSliceVector; 1-; 
(0x0054,0x0101); US; Number of Time; NumberOfTimeSlices; 1; 
(0x0054,0x0200); DS; Start Angle; StartAngle; 1; 
(0x0054,0x0202); CS; Type of Detector; TypeOfDetectorMotion; 1; 
(0x0054,0x0210); IS; Trigger Vector; TriggerVector; 1-; 
(0x0054,0x0211); US; Number of Triggers; NumberOfTriggersInPhase; 1; 
(0x0054,0x0220); SQ; View Code Sequence; ViewCodeSequence; 1; 
(0x0054,0x0222); SQ; View Modifier Code; ViewModifierCodeSequence; 1; 
(0x0054,0x0300); SQ; Radionuclide Code; RadionuclideCodeSequence; 1; 
(0x0054,0x0302); SQ; Administration; AdministrationRouteCodeSequence; 1; 
(0x0054,0x0304); SQ; Radiopharmaceutical; RadiopharmaceuticalCodeSequence; 1; 
(0x0054,0x0306); SQ; Calibration Data; CalibrationDataSequence; 1; 
(0x0054,0x0308); US; Energy Window; EnergyWindowNumber; 1; 
(0x0054,0x0400); SH; Image ID; ImageID; 1; 
(0x0054,0x0410); SQ; Patient Orientation; PatientOrientationCodeSequence; 1; 
(0x0054,0x0412); SQ; Modifier Code; PatientOrientationModifierCodeSequence; 1; 
(0x0054,0x0414); SQ; Relationship Code; PatientGantryRelationshipCodeSequence; 1; 
(0x0054,0x0500); CS; Slice Progression; SliceProgressionDirection; 1; 
(0x0054,0x1000); CS; Series Type; SeriesType; 2; 
(0x0054,0x1001); CS; Units; Units; 1; 
(0x0054,0x1002); CS; Counts Source; CountsSource; 1; 
(0x0054,0x1004); CS; Reprojection Method; ReprojectionMethod; 1; 
(0x0054,0x1006); CS; SUV Type; SUVType; 1; 
(0x0054,0x1100); CS; Randoms Correction; RandomsCorrectionMethod; 1; 
(0x0054,0x1101); LO; Attenuation; AttenuationCorrectionMethod; 1; 
(0x0054,0x1102); CS; Decay Correction; DecayCorrection; 1; 
(0x0054,0x1103); LO; Reconstruction; ReconstructionMethod; 1; 
(0x0054,0x1104); LO; Detector Lines of; DetectorLinesOfResponseUsed; 1; 
(0x0054,0x1105); LO; Scatter Correction; ScatterCorrectionMethod; 1; 
(0x0054,0x1200); DS; Axial Acceptance; AxialAcceptance; 1; 
(0x0054,0x1201); IS; Axial Mash; AxialMash; 2; 
(0x0054,0x1202); IS; Transverse Mash; TransverseMash; 1; 
(0x0054,0x1203); DS; Detector Element; DetectorElementSize; 2; 
(0x0054,0x1210); DS; Coincidence Window; CoincidenceWindowWidth; 1; 
(0x0054,0x1220); CS; Secondary Counts; SecondaryCountsType; 1-; 
(0x0054,0x1300); DS; Frame Reference; FrameReferenceTime; 1; 
(0x0054,0x1310); IS; Primary (Prompts); PrimaryPromptsCountsAccumulated; 1; 
(0x0054,0x1311); IS; Secondary Counts; SecondaryCountsAccumulated; 1-; 
(0x0054,0x1320); DS; Slice Sensitivity; SliceSensitivityFactor; 1; 
(0x0054,0x1321); DS; Decay Factor; DecayFactor; 1; 
(0x0054,0x1322); DS; Dose Calibration; DoseCalibrationFactor; 1; 
(0x0054,0x1323); DS; Scatter Fraction; ScatterFractionFactor; 1; 
(0x0054,0x1324); DS; Dead Time Factor; DeadTimeFactor; 1; 
(0x0054,0x1330); US; Image Index; ImageIndex; 1; 
(0x0054,0x1400); CS; Counts Included; CountsIncluded; 1-; RET
(0x0054,0x1401); CS; Dead Time; DeadTimeCorrectionFlag; 1; RET
(0x0060,0x3000); SQ; Histogram Sequence; HistogramSequence; 1; 
(0x0060,0x3002); US; Histogram Number of; HistogramNumberOfBins; 1; 
(0x0060,0x3004); US SS; Value; HistogramFirstBinValue; 1; 
(0x0060,0x3006); US SS; Value; HistogramLastBinValue; 1; 
(0x0060,0x3008); US; Histogram Bin Width; HistogramBinWidth; 1; 
(0x0060,0x3010); LO; Histogram; HistogramExplanation; 1; 
(0x0060,0x3020); UL; Histogram Data; HistogramData; 1-; 
(0x0062,0x0001); CS; Segmentation Type; SegmentationType; 1; 
(0x0062,0x0002); SQ; Segment Sequence; SegmentSequence; 1; 
(0x0062,0x0003); SQ; Category Code; SegmentedPropertyCategoryCodeSequence; 1; 
(0x0062,0x0004); US; Segment Number; SegmentNumber; 1; 
(0x0062,0x0005); LO; Segment Label; SegmentLabel; 1; 
(0x0062,0x0006); ST; Segment Description; SegmentDescription; 1; 
(0x0062,0x0008); CS; Segment Algorithm; SegmentAlgorithmType; 1; 
(0x0062,0x0009); LO; Segment Algorithm; SegmentAlgorithmName; 1; 
(0x0062,0x000A); SQ; Identification; SegmentIdentificationSequence; 1; 
(0x0062,0x000B); US; Referenced Segment; ReferencedSegmentNumber; 1-; 
(0x0062,0x000C); US; Recommended Display; RecommendedDisplayGrayscaleValue; 1; 
(0x0062,0x000D); US; Recommended Display; RecommendedDisplayCIELabValue; 3; 
(0x0062,0x000E); US; Maximum Fractional; MaximumFractionalValue; 1; 
(0x0062,0x000F); SQ; Segmented Property; SegmentedPropertyTypeCodeSequence; 1; 
(0x0062,0x0010); CS; Segmentation; SegmentationFractionalType; 1; 
(0x0064,0x0002); SQ; Registration; DeformableRegistrationSequence; 1; 
(0x0064,0x0003); UI; Source Frame of; SourceFrameOfReferenceUID; 1; 
(0x0064,0x0005); SQ; Registration Grid; DeformableRegistrationGridSequence; 1; 
(0x0064,0x0007); UL; Grid Dimensions; GridDimensions; 3; 
(0x0064,0x0008); FD; Grid Resolution; GridResolution; 3; 
(0x0064,0x0009); OF; Vector Grid Data; VectorGridData; 1; 
(0x0064,0x000F); SQ; Matrix Registration; PreDeformationMatrixRegistrationSequence; 1; 
(0x0064,0x0010); SQ; Matrix Registration; PostDeformationMatrixRegistrationSequence; 1; 
(0x0066,0x0001); UL; Number of Surfaces; NumberOfSurfaces; 1; 
(0x0066,0x0002); SQ; Surface Sequence; SurfaceSequence; 1; 
(0x0066,0x0003); UL; Surface Number; SurfaceNumber; 1; 
(0x0066,0x0004); LT; Surface Comments; SurfaceComments; 1; 
(0x0066,0x0009); CS; Surface Processing; SurfaceProcessing; 1; 
(0x0066,0x000A); FL; Surface Processing; SurfaceProcessingRatio; 1; 
(0x0066,0x000B); LO; Surface Processing; SurfaceProcessingDescription; 1; 
(0x0066,0x000C); FL; Presentation; RecommendedPresentationOpacity; 1; 
(0x0066,0x000D); CS; Recommended; RecommendedPresentationType; 1; 
(0x0066,0x000E); CS; Finite Volume; FiniteVolume; 1; 
(0x0066,0x0010); CS; Manifold; Manifold; 1; 
(0x0066,0x0011); SQ; Surface Points; SurfacePointsSequence; 1; 
(0x0066,0x0012); SQ; Surface Points; SurfacePointsNormalsSequence; 1; 
(0x0066,0x0013); SQ; Surface Mesh; SurfaceMeshPrimitivesSequence; 1; 
(0x0066,0x0015); UL; Number of Surface; NumberOfSurfacePoints; 1; 
(0x0066,0x0016); OF; Point Coordinates; PointCoordinatesData; 1; 
(0x0066,0x0017); FL; Point Position; PointPositionAccuracy; 3; 
(0x0066,0x0018); FL; Mean Point Distance; MeanPointDistance; 1; 
(0x0066,0x0019); FL; Maximum Point; MaximumPointDistance; 1; 
(0x0066,0x001A); FL; Points Bounding Box; PointsBoundingBoxCoordinates; 6; 
(0x0066,0x001B); FL; Axis of Rotation; AxisOfRotation; 3; 
(0x0066,0x001C); FL; Center of Rotation; CenterOfRotation; 3; 
(0x0066,0x001E); UL; Number of Vectors; NumberOfVectors; 1; 
(0x0066,0x001F); US; Vector; VectorDimensionality; 1; 
(0x0066,0x0020); FL; Vector Accuracy; VectorAccuracy; 1-; 
(0x0066,0x0021); OF; Vector Coordinate; VectorCoordinateData; 1; 
(0x0066,0x0023); OW; Triangle Point; TrianglePointIndexList; 1; 
(0x0066,0x0024); OW; Edge Point Index; EdgePointIndexList; 1; 
(0x0066,0x0025); OW; Vertex Point Index; VertexPointIndexList; 1; 
(0x0066,0x0026); SQ; Triangle Strip; TriangleStripSequence; 1; 
(0x0066,0x0027); SQ; Triangle Fan; TriangleFanSequence; 1; 
(0x0066,0x0028); SQ; Line Sequence; LineSequence; 1; 
(0x0066,0x0029); OW; Primitive Point; PrimitivePointIndexList; 1; 
(0x0066,0x002A); UL; Surface Count; SurfaceCount; 1; 
(0x0066,0x002B); SQ; Referenced Surface; ReferencedSurfaceSequence; 1; 
(0x0066,0x002C); UL; Referenced Surface; ReferencedSurfaceNumber; 1; 
(0x0066,0x002D); SQ; Algorithm; SegmentSurfaceGenerationAlgorithmIdentificationSequence; 1; 
(0x0066,0x002E); SQ; Source Instance; SegmentSurfaceSourceInstanceSequence; 1; 
(0x0066,0x002F); SQ; Algorithm Family; AlgorithmFamilyCodeSequence; 1; 
(0x0066,0x0030); SQ; Algorithm Name Code; AlgorithmNameCodeSequence; 1; 
(0x0066,0x0031); LO; Algorithm Version; AlgorithmVersion; 1; 
(0x0066,0x0032); LT; Algorithm; AlgorithmParameters; 1; 
(0x0066,0x0034); SQ; Facet Sequence; FacetSequence; 1; 
(0x0066,0x0035); SQ; Algorithm; SurfaceProcessingAlgorithmIdentificationSequence; 1; 
(0x0066,0x0036); LO; Algorithm Name; AlgorithmName; 1; 
(0x0068,0x6210); LO; Implant Size; ImplantSize; 1; 
(0x0068,0x6221); LO; Implant Template; ImplantTemplateVersion; 1; 
(0x0068,0x6222); SQ; Replaced Implant; ReplacedImplantTemplateSequence; 1; 
(0x0068,0x6223); CS; Implant Type; ImplantType; 1; 
(0x0068,0x6224); SQ; Derivation Implant; DerivationImplantTemplateSequence; 1; 
(0x0068,0x6225); SQ; Original Implant; OriginalImplantTemplateSequence; 1; 
(0x0068,0x6226); DT; Effective DateTime; EffectiveDateTime; 1; 
(0x0068,0x6230); SQ; Implant Target; ImplantTargetAnatomySequence; 1; 
(0x0068,0x6260); SQ; Manufacturer; InformationFromManufacturerSequence; 1; 
(0x0068,0x6265); SQ; Manufacturer; NotificationFromManufacturerSequence; 1; 
(0x0068,0x6270); DT; Information Issue; InformationIssueDateTime; 1; 
(0x0068,0x6280); ST; Information Summary; InformationSummary; 1; 
(0x0068,0x62A0); SQ; Disapproval Code; ImplantRegulatoryDisapprovalCodeSequence; 1; 
(0x0068,0x62A5); FD; Overall Template; OverallTemplateSpatialTolerance; 1; 
(0x0068,0x62C0); SQ; HPGL Document; HPGLDocumentSequence; 1; 
(0x0068,0x62D0); US; HPGL Document ID; HPGLDocumentID; 1; 
(0x0068,0x62D5); LO; HPGL Document Label; HPGLDocumentLabel; 1; 
(0x0068,0x62E0); SQ; View Orientation; ViewOrientationCodeSequence; 1; 
(0x0068,0x62F0); FD; View Orientation; ViewOrientationModifier; 9; 
(0x0068,0x62F2); FD; HPGL Document; HPGLDocumentScaling; 1; 
(0x0068,0x6300); OB; HPGL Document; HPGLDocument; 1; 
(0x0068,0x6310); US; HPGL Contour Pen; HPGLContourPenNumber; 1; 
(0x0068,0x6320); SQ; HPGL Pen Sequence; HPGLPenSequence; 1; 
(0x0068,0x6330); US; HPGL Pen Number; HPGLPenNumber; 1; 
(0x0068,0x6340); LO; HPGL Pen Label; HPGLPenLabel; 1; 
(0x0068,0x6345); ST; HPGL Pen; HPGLPenDescription; 1; 
(0x0068,0x6346); FD; Recommended; RecommendedRotationPoint; 2; 
(0x0068,0x6347); FD; Bounding Rectangle; BoundingRectangle; 4; 
(0x0068,0x6350); US; Model Surface; ImplantTemplate3DModelSurfaceNumber; n; 
(0x0068,0x6360); SQ; Description; SurfaceModelDescriptionSequence; 1; 
(0x0068,0x6380); LO; Surface Model Label; SurfaceModelLabel; 1; 
(0x0068,0x6390); FD; Surface Model; SurfaceModelScalingFactor; 1; 
(0x0068,0x63A0); SQ; Materials Code; MaterialsCodeSequence; 1; 
(0x0068,0x63A4); SQ; Coating Materials; CoatingMaterialsCodeSequence; 1; 
(0x0068,0x63A8); SQ; Implant Type Code; ImplantTypeCodeSequence; 1; 
(0x0068,0x63AC); SQ; Fixation Method; FixationMethodCodeSequence; 1; 
(0x0068,0x63B0); SQ; Mating Feature Sets; MatingFeatureSetsSequence; 1; 
(0x0068,0x63C0); US; Mating Feature Set; MatingFeatureSetID; 1; 
(0x0068,0x63D0); LO; Mating Feature Set; MatingFeatureSetLabel; 1; 
(0x0068,0x63E0); SQ; Mating Feature; MatingFeatureSequence; 1; 
(0x0068,0x63F0); US; Mating Feature ID; MatingFeatureID; 1; 
(0x0068,0x6400); SQ; Degree of Freedom; MatingFeatureDegreeOfFreedomSequence; 1; 
(0x0068,0x6410); US; Degree of Freedom; DegreeOfFreedomID; 1; 
(0x0068,0x6420); CS; Degree of Freedom; DegreeOfFreedomType; 1; 
(0x0068,0x6430); SQ; Coordinates; TwoDMatingFeatureCoordinatesSequence; 1; 
(0x0068,0x6440); US; Referenced HPGL; ReferencedHPGLDocumentID; 1; 
(0x0068,0x6450); FD; 2D Mating Point; TwoDMatingPoint; 2; 
(0x0068,0x6460); FD; 2D Mating Axes; TwoDMatingAxes; 4; 
(0x0068,0x6470); SQ; 2D Degree of; TwoDDegreeOfFreedomSequence; 1; 
(0x0068,0x6490); FD; 3D Degree of; ThreeDDegreeOfFreedomAxis; 3; 
(0x0068,0x64A0); FD; Range of Freedom; RangeOfFreedom; 2; 
(0x0068,0x64C0); FD; 3D Mating Point; ThreeDMatingPoint; 3; 
(0x0068,0x64D0); FD; 3D Mating Axes; ThreeDMatingAxes; 9; 
(0x0068,0x64F0); FD; 2D Degree of; TwoDDegreeOfFreedomAxis; 3; 
(0x0068,0x6500); SQ; Planning Landmark; PlanningLandmarkPointSequence; 1; 
(0x0068,0x6510); SQ; Planning Landmark; PlanningLandmarkLineSequence; 1; 
(0x0068,0x6520); SQ; Planning Landmark; PlanningLandmarkPlaneSequence; 1; 
(0x0068,0x6530); US; Planning Landmark; PlanningLandmarkID; 1; 
(0x0068,0x6540); LO; Planning Landmark; PlanningLandmarkDescription; 1; 
(0x0068,0x6545); SQ; Identification Code; PlanningLandmarkIdentificationCodeSequence; 1; 
(0x0068,0x6550); SQ; Coordinates; TwoDPointCoordinatesSequence; 1; 
(0x0068,0x6560); FD; 2D Point; TwoDPointCoordinates; 2; 
(0x0068,0x6590); FD; 3D Point; ThreeDPointCoordinates; 3; 
(0x0068,0x65A0); SQ; 2D Line Coordinates; TwoDLineCoordinatesSequence; 1; 
(0x0068,0x65B0); FD; 2D Line Coordinates; TwoDLineCoordinates; 4; 
(0x0068,0x65D0); FD; 3D Line Coordinates; ThreeDLineCoordinates; 6; 
(0x0068,0x65E0); SQ; Coordinates; TwoDPlaneCoordinatesSequence; 1; 
(0x0068,0x65F0); FD; 2D Plane; TwoDPlaneIntersection; 4; 
(0x0068,0x6610); FD; 3D Plane Origin; ThreeDPlaneOrigin; 3; 
(0x0068,0x6620); FD; 3D Plane Normal; ThreeDPlaneNormal; 3; 
(0x0070,0x0001); SQ; Graphic Annotation; GraphicAnnotationSequence; 1; 
(0x0070,0x0002); CS; Graphic Layer; GraphicLayer; 1; 
(0x0070,0x0003); CS; Bounding Box; BoundingBoxAnnotationUnits; 1; 
(0x0070,0x0004); CS; Anchor Point; AnchorPointAnnotationUnits; 1; 
